Date,Open,High,Low,Close,Adj Close,Volume,Returns
15/04/1994,17.41,17.41,17.41,17.41,13.7283,0,0.114879886
18/04/1994,17.299999,17.299999,17.299999,17.299999,13.641566,0,-0.633794044
19/04/1994,17.200001,17.200001,17.200001,17.200001,13.562713,0,-0.579711896
20/04/1994,17.120001,17.120001,17.120001,17.120001,13.499631,0,-0.466198451
21/04/1994,17.190001,17.190001,17.190001,17.190001,13.554826,0,0.408029454
22/04/1994,17.23,17.23,17.23,17.23,13.586366,0,0.232414363
25/04/1994,17.309999,17.309999,17.309999,17.309999,13.64945,0,0.463243788
26/04/1994,17.42,17.42,17.42,17.42,13.736191,0,0.633480079
28/04/1994,17.49,17.49,17.49,17.49,13.791383,0,0.400994828
29/04/1994,17.540001,17.540001,17.540001,17.540001,13.830814,0,0.285502466
02/05/1994,17.610001,17.610001,17.610001,17.610001,13.886015,0,0.398321705
03/05/1994,17.629999,17.629999,17.629999,17.629999,13.901781,0,0.113474287
04/05/1994,17.59,17.59,17.59,17.59,13.870241,0,-0.227135162
05/05/1994,17.559999,17.559999,17.559999,17.559999,13.846581,0,-0.170726685
06/05/1994,17.5,17.5,17.5,17.5,13.799276,0,-0.342221593
09/05/1994,17.4,17.4,17.4,17.4,13.720417,0,-0.57311116
10/05/1994,17.41,17.41,17.41,17.41,13.7283,0,0.057438023
11/05/1994,17.309999,17.309999,17.309999,17.309999,13.64945,0,-0.576016787
12/05/1994,17.34,17.34,17.34,17.34,13.673105,0,0.173153689
13/05/1994,17.35,17.35,17.35,17.35,13.680998,0,0.057709808
16/05/1994,17.32,17.32,17.32,17.32,13.657338,0,-0.173090315
17/05/1994,17.280001,17.280001,17.280001,17.280001,13.625796,0,-0.231219874
18/05/1994,17.370001,17.370001,17.370001,17.370001,13.696767,0,0.519505872
19/05/1994,17.42,17.42,17.42,17.42,13.736191,0,0.287420898
20/05/1994,17.440001,17.440001,17.440001,17.440001,13.75196,0,0.114733084
23/05/1994,17.450001,17.450001,17.450001,17.450001,13.759847,0,0.057335385
24/05/1994,17.5,17.5,17.5,17.5,13.799276,0,0.286141376
25/05/1994,17.48,17.48,17.48,17.48,13.783507,0,-0.114339454
26/05/1994,17.450001,17.450001,17.450001,17.450001,13.759847,0,-0.171801922
27/05/1994,17.49,17.49,17.49,17.49,13.791383,0,0.228926358
31/05/1994,17.48,17.48,17.48,17.48,13.783507,0,-0.057124436
01/06/1994,17.49,17.49,17.49,17.49,13.791383,0,0.057124436
02/06/1994,17.540001,17.540001,17.540001,17.540001,13.830814,0,0.285502466
03/06/1994,17.559999,17.559999,17.559999,17.559999,13.846581,0,0.113934145
06/06/1994,17.59,17.59,17.59,17.59,13.870241,0,0.170726685
07/06/1994,17.540001,17.540001,17.540001,17.540001,13.830814,0,-0.284660831
08/06/1994,17.5,17.5,17.5,17.5,13.799276,0,-0.228287448
09/06/1994,17.5,17.5,17.5,17.5,13.799276,0,0
10/06/1994,17.549999,17.549999,17.549999,17.549999,13.838699,0,0.285281586
13/06/1994,17.559999,17.559999,17.559999,17.559999,13.846581,0,0.056940007
14/06/1994,17.58,17.58,17.58,17.58,13.862362,0,0.113905476
15/06/1994,17.6,17.6,17.6,17.6,13.878125,0,0.113646179
16/06/1994,17.59,17.59,17.59,17.59,13.870241,0,-0.056824969
17/06/1994,17.59,17.59,17.59,17.59,13.870241,0,0
20/06/1994,17.43,17.43,17.43,17.43,13.74408,0,-0.913742386
21/06/1994,17.309999,17.309999,17.309999,17.309999,13.64945,0,-0.690895817
22/06/1994,17.309999,17.309999,17.309999,17.309999,13.64945,0,0
23/06/1994,17.23,17.23,17.23,17.23,13.586366,0,-0.463243788
24/06/1994,17.120001,17.120001,17.120001,17.120001,13.499631,0,-0.640443817
27/06/1994,17.08,17.08,17.08,17.08,13.468085,0,-0.23395392
28/06/1994,17.110001,17.110001,17.110001,17.110001,13.491742,0,0.175498204
29/06/1994,17.15,17.15,17.15,17.15,13.523286,0,0.233529385
30/06/1994,17.23,17.23,17.23,17.23,13.586366,0,0.465370148
01/07/1994,17.219999,17.219999,17.219999,17.219999,13.578486,0,-0.058016147
05/07/1994,17.23,17.23,17.23,17.23,13.586366,0,0.058016147
06/07/1994,17.209999,17.209999,17.209999,17.209999,13.5706,0,-0.116110185
07/07/1994,17.280001,17.280001,17.280001,17.280001,13.625796,0,0.405907281
08/07/1994,17.290001,17.290001,17.290001,17.290001,13.633686,0,0.057888116
11/07/1994,17.33,17.33,17.33,17.33,13.66522,0,0.231027676
12/07/1994,17.35,17.35,17.35,17.35,13.680998,0,0.115394398
13/07/1994,17.42,17.42,17.42,17.42,13.736191,0,0.402616582
14/07/1994,17.49,17.49,17.49,17.49,13.791383,0,0.400994828
15/07/1994,17.530001,17.530001,17.530001,17.530001,13.822928,0,0.228468592
18/07/1994,17.58,17.58,17.58,17.58,13.862362,0,0.284873495
19/07/1994,17.58,17.58,17.58,17.58,13.862362,0,0
20/07/1994,17.540001,17.540001,17.540001,17.540001,13.830814,0,-0.227839621
21/07/1994,17.540001,17.540001,17.540001,17.540001,13.830814,0,0
22/07/1994,17.530001,17.530001,17.530001,17.530001,13.822928,0,-0.057033874
25/07/1994,17.5,17.5,17.5,17.5,13.799276,0,-0.171253574
26/07/1994,17.52,17.52,17.52,17.52,13.815045,0,0.114208868
27/07/1994,17.5,17.5,17.5,17.5,13.799276,0,-0.114208868
28/07/1994,17.530001,17.530001,17.530001,17.530001,13.822928,0,0.171253574
29/07/1994,17.620001,17.620001,17.620001,17.620001,13.893897,0,0.512101621
01/08/1994,17.6,17.6,17.6,17.6,13.878125,0,-0.113581947
02/08/1994,17.68,17.68,17.68,17.68,13.941208,0,0.453519918
03/08/1994,17.67,17.67,17.67,17.67,13.933324,0,-0.056567767
04/08/1994,17.629999,17.629999,17.629999,17.629999,13.901781,0,-0.226641958
05/08/1994,17.65,17.65,17.65,17.65,13.917553,0,0.11338878
08/08/1994,17.68,17.68,17.68,17.68,13.941208,0,0.169820946
09/08/1994,17.700001,17.700001,17.700001,17.700001,13.956978,0,0.113053958
10/08/1994,17.73,17.73,17.73,17.73,13.980633,0,0.16934165
11/08/1994,17.719999,17.719999,17.719999,17.719999,13.972751,0,-0.056393889
12/08/1994,17.76,17.76,17.76,17.76,14.004291,0,0.22547068
15/08/1994,17.77,17.77,17.77,17.77,14.012174,0,0.056274053
16/08/1994,17.799999,17.799999,17.799999,17.799999,14.03583,0,0.168682275
17/08/1994,17.85,17.85,17.85,17.85,14.075257,0,0.280508725
18/08/1994,17.9,17.9,17.9,17.9,14.11468,0,0.279695735
19/08/1994,17.98,17.98,17.98,17.98,14.17777,0,0.445985445
22/08/1994,18.01,18.01,18.01,18.01,14.201425,0,0.16670667
23/08/1994,18.07,18.07,18.07,18.07,14.248735,0,0.332581916
24/08/1994,18.110001,18.110001,18.110001,18.110001,14.280276,0,0.221115361
25/08/1994,18.15,18.15,18.15,18.15,14.311814,0,0.220606558
26/08/1994,18.15,18.15,18.15,18.15,14.311814,0,0
29/08/1994,18.17,18.17,18.17,18.17,14.327587,0,0.110148963
30/08/1994,18.190001,18.190001,18.190001,18.190001,14.343358,0,0.110013825
31/08/1994,18.280001,18.280001,18.280001,18.280001,14.414324,0,0.493545648
01/09/1994,18.25,18.25,18.25,18.25,14.390673,0,-0.1642146
02/09/1994,16.67,16.67,16.67,16.67,13.166438,0,-8.89092724
06/09/1994,16.68,16.68,16.68,16.68,13.174338,0,0.059983049
07/09/1994,16.68,16.68,16.68,16.68,13.174338,0,0
08/09/1994,16.73,16.73,16.73,16.73,13.213827,0,0.299293486
09/09/1994,16.719999,16.719999,16.719999,16.719999,13.205927,0,-0.059803738
12/09/1994,16.66,16.66,16.66,16.66,13.158542,0,-0.359461448
13/09/1994,16.709999,16.709999,16.709999,16.709999,13.19803,0,0.299644654
14/09/1994,16.719999,16.719999,16.719999,16.719999,13.205927,0,0.059816794
15/09/1994,16.77,16.77,16.77,16.77,13.245417,0,0.298586184
16/09/1994,16.799999,16.799999,16.799999,16.799999,13.269113,0,0.17873978
19/09/1994,16.77,16.77,16.77,16.77,13.245417,0,-0.17873978
20/09/1994,16.700001,16.700001,16.700001,16.700001,13.19013,0,-0.418278318
21/09/1994,16.65,16.65,16.65,16.65,13.15064,0,-0.299839599
22/09/1994,16.67,16.67,16.67,16.67,13.166438,0,0.120058936
23/09/1994,16.65,16.65,16.65,16.65,13.15064,0,-0.120058936
26/09/1994,16.629999,16.629999,16.629999,16.629999,13.134846,0,-0.120172797
27/09/1994,16.639999,16.639999,16.639999,16.639999,13.142741,0,0.060089233
28/09/1994,16.68,16.68,16.68,16.68,13.174338,0,0.240125549
29/09/1994,16.68,16.68,16.68,16.68,13.174338,0,0
30/09/1994,16.74,16.74,16.74,16.74,13.221726,0,0.359053917
03/10/1994,16.67,16.67,16.67,16.67,13.166438,0,-0.419036966
04/10/1994,16.549999,16.549999,16.549999,16.549999,13.071658,0,-0.722464101
05/10/1994,16.49,16.49,16.49,16.49,13.024267,0,-0.363206532
06/10/1994,16.469999,16.469999,16.469999,16.469999,13.008471,0,-0.121354903
07/10/1994,16.5,16.5,16.5,16.5,13.032166,0,0.181984846
10/10/1994,16.57,16.57,16.57,16.57,13.087453,0,0.423337588
11/10/1994,16.65,16.65,16.65,16.65,13.15064,0,0.481644166
12/10/1994,16.709999,16.709999,16.709999,16.709999,13.19803,0,0.359714939
13/10/1994,16.75,16.75,16.75,16.75,13.229625,0,0.239105702
14/10/1994,16.76,16.76,16.76,16.76,13.237523,0,0.059681536
17/10/1994,16.82,16.82,16.82,16.82,13.284912,0,0.357350676
18/10/1994,16.790001,16.790001,16.790001,16.790001,13.261217,0,-0.178519484
19/10/1994,16.860001,16.860001,16.860001,16.860001,13.316506,0,0.416055805
20/10/1994,16.82,16.82,16.82,16.82,13.284912,0,-0.237536321
21/10/1994,16.780001,16.780001,16.780001,16.780001,13.25332,0,-0.238086809
24/10/1994,16.74,16.74,16.74,16.74,13.221726,0,-0.238670142
25/10/1994,16.67,16.67,16.67,16.67,13.166438,0,-0.419036966
26/10/1994,16.68,16.68,16.68,16.68,13.174338,0,0.059983049
27/10/1994,16.74,16.74,16.74,16.74,13.221726,0,0.359053917
28/10/1994,16.799999,16.799999,16.799999,16.799999,13.269113,0,0.357761795
31/10/1994,16.870001,16.870001,16.870001,16.870001,13.324403,0,0.415816244
01/11/1994,16.809999,16.809999,16.809999,16.809999,13.277017,0,-0.356267072
02/11/1994,16.809999,16.809999,16.809999,16.809999,13.277017,0,0
03/11/1994,16.809999,16.809999,16.809999,16.809999,13.277017,0,0
04/11/1994,16.780001,16.780001,16.780001,16.780001,13.25332,0,-0.178640824
07/11/1994,16.690001,16.690001,16.690001,16.690001,13.182239,0,-0.537769383
08/11/1994,16.719999,16.719999,16.719999,16.719999,13.205927,0,0.179535072
09/11/1994,16.700001,16.700001,16.700001,16.700001,13.19013,0,-0.119692133
10/11/1994,16.68,16.68,16.68,16.68,13.174338,0,-0.119797615
11/11/1994,16.629999,16.629999,16.629999,16.629999,13.134846,0,-0.300214782
14/11/1994,16.620001,16.620001,16.620001,16.620001,13.126945,0,-0.060171069
15/11/1994,16.629999,16.629999,16.629999,16.629999,13.134846,0,0.060171069
16/11/1994,16.620001,16.620001,16.620001,16.620001,13.126945,0,-0.060171069
17/11/1994,16.6,16.6,16.6,16.6,13.11115,0,-0.120397475
18/11/1994,16.57,16.57,16.57,16.57,13.087453,0,-0.180902825
21/11/1994,16.52,16.52,16.52,16.52,13.047962,0,-0.302203199
22/11/1994,16.35,16.35,16.35,16.35,12.913692,0,-1.034380916
23/11/1994,16.25,16.25,16.25,16.25,12.83471,0,-0.613492424
25/11/1994,16.27,16.27,16.27,16.27,12.850507,0,0.123004622
28/11/1994,16.309999,16.309999,16.309999,16.309999,12.882097,0,0.245525217
29/11/1994,16.370001,16.370001,16.370001,16.370001,12.929489,0,0.367215352
30/11/1994,16.42,16.42,16.42,16.42,12.968981,0,0.304975781
01/12/1994,16.32,16.32,16.32,16.32,12.889995,0,-0.610900027
02/12/1994,15.82,15.82,15.82,15.82,12.541187,0,-2.743324123
05/12/1994,15.81,15.81,15.81,15.81,12.533261,0,-0.063219739
06/12/1994,15.74,15.74,15.74,15.74,12.47777,0,-0.443732936
07/12/1994,15.67,15.67,15.67,15.67,12.422282,0,-0.445686554
08/12/1994,15.52,15.52,15.52,15.52,12.303366,0,-0.961891206
09/12/1994,15.46,15.46,15.46,15.46,12.255806,0,-0.387309959
12/12/1994,15.42,15.42,15.42,15.42,12.224091,0,-0.259110712
13/12/1994,15.44,15.44,15.44,15.44,12.239946,0,0.129618854
14/12/1994,15.54,15.54,15.54,15.54,12.319221,0,0.645586028
15/12/1994,15.61,15.61,15.61,15.61,12.374713,0,0.449439068
16/12/1994,15.63,15.63,15.63,15.63,12.390567,0,0.128034104
19/12/1994,15.63,15.63,15.63,15.63,12.390567,0,0
20/12/1994,15.65,15.65,15.65,15.65,12.40642,0,0.127862326
21/12/1994,15.69,15.69,15.69,15.69,12.438131,0,0.25527543
22/12/1994,15.72,15.72,15.72,15.72,12.461915,0,0.19103585
23/12/1994,15.74,15.74,15.74,15.74,12.47777,0,0.127146771
27/12/1994,15.77,15.77,15.77,15.77,12.501554,0,0.19042955
28/12/1994,15.81,15.81,15.81,15.81,12.533261,0,0.253303385
29/12/1994,15.85,15.85,15.85,15.85,12.564975,0,0.252719091
30/12/1994,16,16,16,16,12.683884,0,0.941902991
03/01/1995,15.92,15.92,15.92,15.92,12.620465,0,-0.501250854
04/01/1995,15.94,15.94,15.94,15.94,12.636318,0,0.12553461
05/01/1995,15.93,15.93,15.93,15.93,12.628395,0,-0.062719891
06/01/1995,15.93,15.93,15.93,15.93,12.628395,0,0
09/01/1995,15.97,15.97,15.97,15.97,12.6601,0,0.250746568
10/01/1995,15.97,15.97,15.97,15.97,12.6601,0,0
11/01/1995,15.96,15.96,15.96,15.96,12.652174,0,-0.062625746
12/01/1995,15.98,15.98,15.98,15.98,12.668029,0,0.125235979
13/01/1995,16.049999,16.049999,16.049999,16.049999,12.72352,0,0.437083128
16/01/1995,16.120001,16.120001,16.120001,16.120001,12.779017,0,0.435227974
17/01/1995,16.15,16.15,16.15,16.15,12.802797,0,0.185913375
18/01/1995,16.129999,16.129999,16.129999,16.129999,12.786939,0,-0.123940333
19/01/1995,16.120001,16.120001,16.120001,16.120001,12.779017,0,-0.061973041
20/01/1995,16.1,16.1,16.1,16.1,12.763164,0,-0.124131937
23/01/1995,16.01,16.01,16.01,16.01,12.691809,0,-0.56063848
24/01/1995,16.040001,16.040001,16.040001,16.040001,12.715593,0,0.187221086
25/01/1995,16.02,16.02,16.02,16.02,12.699738,0,-0.124767229
26/01/1995,16.02,16.02,16.02,16.02,12.699738,0,0
27/01/1995,16.040001,16.040001,16.040001,16.040001,12.715593,0,0.124767229
30/01/1995,15.98,15.98,15.98,15.98,12.668029,0,-0.374761771
31/01/1995,15.99,15.99,15.99,15.99,12.675956,0,0.062555279
01/02/1995,16.030001,16.030001,16.030001,16.030001,12.707668,0,0.249862009
02/02/1995,16.059999,16.059999,16.059999,16.059999,12.731448,0,0.186956236
03/02/1995,16.129999,16.129999,16.129999,16.129999,12.786939,0,0.434910619
06/02/1995,16.18,16.18,16.18,16.18,12.826576,0,0.309500915
07/02/1995,16.15,16.15,16.15,16.15,12.802797,0,-0.185560582
08/02/1995,16.190001,16.190001,16.190001,16.190001,12.834506,0,0.247366239
09/02/1995,16.219999,16.219999,16.219999,16.219999,12.858287,0,0.185118113
10/02/1995,16.26,16.26,16.26,16.26,12.889995,0,0.246292285
13/02/1995,16.280001,16.280001,16.280001,16.280001,12.905855,0,0.122965531
14/02/1995,16.32,16.32,16.32,16.32,12.937559,0,0.245354704
15/02/1995,16.379999,16.379999,16.379999,16.379999,12.985126,0,0.366991717
16/02/1995,16.370001,16.370001,16.370001,16.370001,12.977201,0,-0.061049999
17/02/1995,16.35,16.35,16.35,16.35,12.961347,0,-0.122242787
21/02/1995,16.299999,16.299999,16.299999,16.299999,12.921706,0,-0.306308773
22/02/1995,16.33,16.33,16.33,16.33,12.945491,0,0.183900921
23/02/1995,16.4,16.4,16.4,16.4,13.000979,0,0.427712013
24/02/1995,16.459999,16.459999,16.459999,16.459999,13.048546,0,0.365204762
27/02/1995,16.360001,16.360001,16.360001,16.360001,12.96927,0,-0.609399692
28/02/1995,16.450001,16.450001,16.450001,16.450001,13.040619,0,0.548631168
01/03/1995,16.41,16.41,16.41,16.41,13.008909,0,-0.243459426
02/03/1995,16.4,16.4,16.4,16.4,13.000979,0,-0.060976812
03/03/1995,16.41,16.41,16.41,16.41,13.008909,0,0.060976812
06/03/1995,16.4,16.4,16.4,16.4,13.000979,0,-0.060976812
07/03/1995,16.379999,16.379999,16.379999,16.379999,12.985126,0,-0.122011375
08/03/1995,16.35,16.35,16.35,16.35,12.961347,0,-0.183292786
09/03/1995,16.33,16.33,16.33,16.33,12.945491,0,-0.122407852
10/03/1995,16.35,16.35,16.35,16.35,12.961347,0,0.122407852
13/03/1995,16.35,16.35,16.35,16.35,12.961347,0,0
14/03/1995,16.389999,16.389999,16.389999,16.389999,12.993052,0,0.244313234
15/03/1995,16.41,16.41,16.41,16.41,13.008909,0,0.121967739
16/03/1995,16.42,16.42,16.42,16.42,13.016835,0,0.060908923
17/03/1995,16.4,16.4,16.4,16.4,13.000979,0,-0.121885735
20/03/1995,16.42,16.42,16.42,16.42,13.016835,0,0.121885735
21/03/1995,16.41,16.41,16.41,16.41,13.008909,0,-0.060908923
22/03/1995,16.389999,16.389999,16.389999,16.389999,12.993052,0,-0.121967739
23/03/1995,16.389999,16.389999,16.389999,16.389999,12.993052,0,0
24/03/1995,16.43,16.43,16.43,16.43,13.024763,0,0.243763865
27/03/1995,16.48,16.48,16.48,16.48,13.0644,0,0.3038582
28/03/1995,16.5,16.5,16.5,16.5,13.080256,0,0.121294401
29/03/1995,16.5,16.5,16.5,16.5,13.080256,0,0
30/03/1995,16.540001,16.540001,16.540001,16.540001,13.111966,0,0.242133069
31/03/1995,16.559999,16.559999,16.559999,16.559999,13.12782,0,0.120839415
03/04/1995,16.559999,16.559999,16.559999,16.559999,13.12782,0,0
04/04/1995,16.610001,16.610001,16.610001,16.610001,13.167458,0,0.301484016
05/04/1995,16.639999,16.639999,16.639999,16.639999,13.191241,0,0.180456603
06/04/1995,16.690001,16.690001,16.690001,16.690001,13.230881,0,0.300051826
07/04/1995,16.67,16.67,16.67,16.67,13.215021,0,-0.119942983
10/04/1995,16.68,16.68,16.68,16.68,13.222952,0,0.059997037
11/04/1995,16.690001,16.690001,16.690001,16.690001,13.230881,0,0.059945946
12/04/1995,16.709999,16.709999,16.709999,16.709999,13.246731,0,0.119723802
13/04/1995,16.780001,16.780001,16.780001,16.780001,13.302224,0,0.418043428
17/04/1995,16.83,16.83,16.83,16.83,13.341856,0,0.297492195
18/04/1995,16.809999,16.809999,16.809999,16.809999,13.326005,0,-0.11887719
19/04/1995,16.76,16.76,16.76,16.76,13.28637,0,-0.297869163
20/04/1995,16.799999,16.799999,16.799999,16.799999,13.318072,0,0.238321217
21/04/1995,16.879999,16.879999,16.879999,16.879999,13.381496,0,0.475094723
24/04/1995,16.91,16.91,16.91,16.91,13.405279,0,0.177572748
25/04/1995,16.959999,16.959999,16.959999,16.959999,13.444918,0,0.295260618
26/04/1995,17.01,17.01,17.01,17.01,13.484555,0,0.294376564
27/04/1995,17.059999,17.059999,17.059999,17.059999,13.524192,0,0.293512531
28/04/1995,17.1,17.1,17.1,17.1,13.5559,0,0.234179518
01/05/1995,17.110001,17.110001,17.110001,17.110001,13.563825,0,0.058444547
02/05/1995,17.16,17.16,17.16,17.16,13.603462,0,0.291799679
03/05/1995,17.18,17.18,17.18,17.18,13.619322,0,0.116520058
04/05/1995,17.17,17.17,17.17,17.17,13.611395,0,-0.058221017
05/05/1995,17.16,17.16,17.16,17.16,13.603462,0,-0.05829904
08/05/1995,17.24,17.24,17.24,17.24,13.666884,0,0.465136118
09/05/1995,17.27,17.27,17.27,17.27,13.690665,0,0.173853337
10/05/1995,17.290001,17.290001,17.290001,17.290001,13.706522,0,0.115756423
11/05/1995,17.290001,17.290001,17.290001,17.290001,13.706522,0,0
12/05/1995,17.34,17.34,17.34,17.34,13.746157,0,0.288751619
15/05/1995,17.41,17.41,17.41,17.41,13.801651,0,0.402892855
16/05/1995,17.42,17.42,17.42,17.42,13.809575,0,0.057396946
17/05/1995,17.440001,17.440001,17.440001,17.440001,13.82543,0,0.114745785
18/05/1995,17.370001,17.370001,17.370001,17.370001,13.769941,0,-0.402162194
19/05/1995,17.34,17.34,17.34,17.34,13.746157,0,-0.172873392
22/05/1995,17.440001,17.440001,17.440001,17.440001,13.82543,0,0.575035586
23/05/1995,17.52,17.52,17.52,17.52,13.888848,0,0.457656596
24/05/1995,17.51,17.51,17.51,17.51,13.880927,0,-0.057047637
25/05/1995,17.549999,17.549999,17.549999,17.549999,13.91263,0,0.228132108
26/05/1995,17.459999,17.459999,17.459999,17.459999,13.84129,0,-0.514090673
30/05/1995,17.42,17.42,17.42,17.42,13.809575,0,-0.229396179
31/05/1995,17.450001,17.450001,17.450001,17.450001,13.833363,0,0.1721091
01/06/1995,17.5,17.5,17.5,17.5,13.872998,0,0.286107779
02/06/1995,17.530001,17.530001,17.530001,17.530001,13.896788,0,0.171337336
05/06/1995,17.620001,17.620001,17.620001,17.620001,13.968131,0,0.512064334
06/06/1995,17.620001,17.620001,17.620001,17.620001,13.968131,0,0
07/06/1995,17.610001,17.610001,17.610001,17.610001,13.960197,0,-0.056816865
08/06/1995,17.67,17.67,17.67,17.67,14.007765,0,0.340160973
09/06/1995,17.620001,17.620001,17.620001,17.620001,13.968131,0,-0.283344108
12/06/1995,17.65,17.65,17.65,17.65,13.991907,0,0.170071341
13/06/1995,17.73,17.73,17.73,17.73,14.05533,0,0.452259223
14/06/1995,17.77,17.77,17.77,17.77,14.087043,0,0.225375546
15/06/1995,17.83,17.83,17.83,17.83,14.134608,0,0.337081945
16/06/1995,17.83,17.83,17.83,17.83,14.134608,0,0
19/06/1995,17.940001,17.940001,17.940001,17.940001,14.221807,0,0.615023266
20/06/1995,17.98,17.98,17.98,17.98,14.25351,0,0.222670133
21/06/1995,18.01,18.01,18.01,18.01,14.277294,0,0.166725098
22/06/1995,18.09,18.09,18.09,18.09,14.340716,0,0.443232103
23/06/1995,18.139999,18.139999,18.139999,18.139999,14.380349,0,0.275985763
26/06/1995,18.030001,18.030001,18.030001,18.030001,14.293154,0,-0.608194044
27/06/1995,17.98,17.98,17.98,17.98,14.25351,0,-0.27774892
28/06/1995,17.959999,17.959999,17.959999,17.959999,14.237651,0,-0.111325766
29/06/1995,18.02,18.02,18.02,18.02,14.285223,0,0.333571183
30/06/1995,18.129999,18.129999,18.129999,18.129999,14.37242,0,0.608544597
03/07/1995,18.15,18.15,18.15,18.15,14.388282,0,0.110303299
05/07/1995,18.24,18.24,18.24,18.24,14.459627,0,0.494629579
06/07/1995,18.360001,18.360001,18.360001,18.360001,14.554751,0,0.655704843
07/07/1995,18.530001,18.530001,18.530001,18.530001,14.689522,0,0.921698099
10/07/1995,18.639999,18.639999,18.639999,18.639999,14.776727,0,0.591899258
11/07/1995,18.65,18.65,18.65,18.65,14.784651,0,0.053610493
12/07/1995,18.83,18.83,18.83,18.83,14.927347,0,0.960535183
13/07/1995,18.9,18.9,18.9,18.9,14.982835,0,0.371031267
14/07/1995,18.889999,18.889999,18.889999,18.889999,14.974907,0,-0.052927889
17/07/1995,18.969999,18.969999,18.969999,18.969999,15.038326,0,0.42260755
18/07/1995,18.889999,18.889999,18.889999,18.889999,14.974907,0,-0.42260755
19/07/1995,18.59,18.59,18.59,18.59,14.737088,0,-1.600862405
20/07/1995,18.700001,18.700001,18.700001,18.700001,14.82429,0,0.589974208
21/07/1995,18.74,18.74,18.74,18.74,14.855997,0,0.213657045
24/07/1995,18.940001,18.940001,18.940001,18.940001,15.014545,0,1.061577583
25/07/1995,19.08,19.08,19.08,19.08,15.125534,0,0.736491113
26/07/1995,19.15,19.15,19.15,19.15,15.181022,0,0.366178605
27/07/1995,19.23,19.23,19.23,19.23,15.244442,0,0.416888248
28/07/1995,19.25,19.25,19.25,19.25,15.2603,0,0.10397073
31/07/1995,19.25,19.25,19.25,19.25,15.2603,0,0
01/08/1995,19.18,19.18,19.18,19.18,15.204806,0,-0.364312282
02/08/1995,19.16,19.16,19.16,19.16,15.188949,0,-0.104343813
03/08/1995,19.16,19.16,19.16,19.16,15.188949,0,0
04/08/1995,19.23,19.23,19.23,19.23,15.244442,0,0.364685365
07/08/1995,19.25,19.25,19.25,19.25,15.2603,0,0.10397073
08/08/1995,19.280001,19.280001,19.280001,19.280001,15.284076,0,0.155681719
09/08/1995,19.32,19.32,19.32,19.32,15.315791,0,0.207288557
10/08/1995,19.299999,19.299999,19.299999,19.299999,15.299934,0,-0.1035873
11/08/1995,19.26,19.26,19.26,19.26,15.268228,0,-0.20744467
14/08/1995,19.27,19.27,19.27,19.27,15.276156,0,0.051911344
15/08/1995,19.26,19.26,19.26,19.26,15.268228,0,-0.051911344
16/08/1995,19.360001,19.360001,19.360001,19.360001,15.347498,0,0.517839604
17/08/1995,19.43,19.43,19.43,19.43,15.402994,0,0.36094421
18/08/1995,19.450001,19.450001,19.450001,19.450001,15.418847,0,0.102868621
21/08/1995,19.52,19.52,19.52,19.52,15.474332,0,0.359205892
22/08/1995,19.469999,19.469999,19.469999,19.469999,15.434699,0,-0.256449461
23/08/1995,19.469999,19.469999,19.469999,19.469999,15.434699,0,0
24/08/1995,19.440001,19.440001,19.440001,19.440001,15.410917,0,-0.154200225
25/08/1995,19.440001,19.440001,19.440001,19.440001,15.410917,0,0
28/08/1995,19.43,19.43,19.43,19.43,15.402994,0,-0.051424827
29/08/1995,19.360001,19.360001,19.360001,19.360001,15.347498,0,-0.36094421
30/08/1995,19.389999,19.389999,19.389999,19.389999,15.371284,0,0.154862942
31/08/1995,19.43,19.43,19.43,19.43,15.402994,0,0.206081268
01/09/1995,19.48,19.48,19.48,19.48,15.442625,0,0.256963699
05/09/1995,19.59,19.59,19.59,19.59,15.52983,0,0.563114745
06/09/1995,19.67,19.67,19.67,19.67,15.593245,0,0.407511711
07/09/1995,19.73,19.73,19.73,19.73,15.640813,0,0.304590821
08/09/1995,19.049999,19.049999,19.049999,19.049999,15.201913,0,-2.846244067
11/09/1995,19.07,19.07,19.07,19.07,15.217878,0,0.10496457
12/09/1995,19.1,19.1,19.1,19.1,15.241812,0,0.157151993
13/09/1995,19.120001,19.120001,19.120001,19.120001,15.257773,0,0.104663729
14/09/1995,19.18,19.18,19.18,19.18,15.305655,0,0.313328984
15/09/1995,19.139999,19.139999,19.139999,19.139999,15.273736,0,-0.208761591
18/09/1995,19.09,19.09,19.09,19.09,15.233835,0,-0.261581119
19/09/1995,19.09,19.09,19.09,19.09,15.233835,0,0
20/09/1995,19.139999,19.139999,19.139999,19.139999,15.273736,0,0.261581119
21/09/1995,19.110001,19.110001,19.110001,19.110001,15.249792,0,-0.156888843
22/09/1995,19,19,19,19,15.16201,0,-0.577290644
25/09/1995,18.940001,18.940001,18.940001,18.940001,15.114132,0,-0.316275699
26/09/1995,18.91,18.91,18.91,18.91,15.090196,0,-0.158493876
27/09/1995,18.799999,18.799999,18.799999,18.799999,15.002418,0,-0.583387332
28/09/1995,18.9,18.9,18.9,18.9,15.082211,0,0.530458176
29/09/1995,18.98,18.98,18.98,18.98,15.146055,0,0.422413214
02/10/1995,18.9,18.9,18.9,18.9,15.082211,0,-0.422413214
03/10/1995,18.799999,18.799999,18.799999,18.799999,15.002418,0,-0.530458176
